24.000000,10.000000,2.000000
23.754740,9.966503,1.942615
23.727154,9.933232,1.913479
24.488599,10.186447,1.933148
24.936139,10.209380,1.926860
24.997280,10.298235,1.928144
25.295205,10.275953,1.945331
25.409589,10.622273,1.944720
25.195770,10.571772,1.939519
25.382379,10.330870,1.912886
25.986098,10.189702,1.920463
26.416635,10.291655,1.944741
26.170009,10.536896,1.903162
26.063628,10.102897,1.859913
26.696126,10.071165,1.865205
26.482934,10.114546,1.865912
27.220152,10.302370,1.883133
27.298817,10.272411,1.865556
27.298182,10.455284,1.881827
27.438810,10.511156,1.936393
27.480888,10.390604,1.925643
27.580678,10.584484,1.901205
27.328778,10.803305,1.929620
26.587440,10.602654,1.896264
26.916093,11.040054,1.898361
26.647190,11.014901,1.875910
26.681331,10.804588,1.869073
26.986624,10.870324,1.868586
26.956170,11.067569,1.831814
26.461845,10.980487,1.786548
26.754304,11.600463,1.801516
27.097017,11.803318,1.828647
26.709481,11.860516,1.830094
26.907648,11.935430,1.829801
27.166228,11.990366,1.847793
27.433990,12.148470,1.846010
26.966098,12.031172,1.839240
26.222215,11.683011,1.826708
25.772198,11.724072,1.827039
26.020602,11.742437,1.836603
26.164340,12.194889,1.897550
26.499729,11.890166,1.909546
27.185236,12.281654,1.952943
26.984556,12.374370,1.944816
27.212552,12.552726,1.954314
27.794245,13.172756,1.964264
28.100124,13.322477,1.980939
28.380788,13.340357,1.949196
28.524958,13.134565,1.910722
28.277556,13.133524,1.891458
28.228639,13.041463,1.921433
27.817914,12.925891,1.897102
27.344306,12.993360,1.924898
27.494699,13.140157,1.937264
27.556632,13.294665,1.968014
27.649634,13.081096,1.944234
27.785539,13.115755,1.998641
27.973849,13.380920,2.001479
27.979551,12.907098,2.009820
28.188241,12.648056,2.005618
28.756238,12.561192,2.002009
28.824472,12.650892,2.001243
28.917962,12.766320,1.992649
28.280252,12.582543,1.963714
29.173792,12.547815,2.004162
29.337557,12.524742,1.974114
28.977150,12.326922,1.965400
29.633796,12.314087,1.998103
29.931572,12.530812,2.019351
30.070190,12.619132,2.063615
29.751272,12.638383,2.057012
29.652978,12.551106,2.062183
30.178370,12.263591,2.063268
30.524376,12.571146,2.068342
30.640670,12.605775,2.113857
30.433987,12.694448,2.102197
29.836951,12.492611,2.109080
29.290753,12.097300,2.090456
28.991553,12.020004,2.094684
28.677349,11.719758,2.106410
28.636813,11.832653,2.114596
28.290672,11.379874,2.107161
28.251752,11.388715,2.091787
27.059391,11.084297,2.046443
27.035346,11.049584,2.034673
27.657060,11.251941,2.051407
28.337231,11.370140,2.068895
28.478000,11.434956,2.059406
28.830346,11.488562,2.094033
29.080959,11.608309,2.110174
28.993623,11.290199,2.075646
28.788344,11.496336,2.066069
28.677882,11.647964,2.046751
28.513959,11.559112,2.090745
28.318218,11.060485,2.083618
28.579624,10.593029,2.065490
28.676162,10.469713,2.042673
28.891784,10.370101,2.060187
28.989151,10.398705,2.059165
28.520837,10.120999,2.035376
28.369690,10.182412,2.046902
27.891229,10.212425,2.074357
28.091992,9.845321,2.064345
28.438049,9.808491,2.046423
28.307711,9.911292,2.016956
28.004028,10.157878,1.990987
28.270512,10.220139,2.026852
28.342714,10.253039,2.016714
28.270318,9.964231,2.050185
28.439591,9.984759,2.040307
28.783085,9.820473,2.000927
29.012238,9.548173,2.015826
29.259542,9.657562,2.013051
29.251735,9.648967,2.046297
29.226970,9.676141,2.045592
29.983673,9.580718,2.045589
29.786035,9.698567,2.017083
29.371461,9.572745,1.984168
28.870583,9.493571,1.953739
29.089723,9.566928,1.936034
29.398752,9.891010,1.981952
29.352653,9.747200,1.962343
29.885967,9.819022,1.971935
29.504904,9.617075,1.943574
29.575321,9.950051,1.935416
29.920044,9.764965,1.934791
30.223009,9.670423,1.908836
